replicate,dif,multiplicity,log10_SpVL
1,-0.01123955885643646,log10_SpVL_single,4.309521605222602
1,-0.01123955885643646,log10_SpVL_multiple,4.2982820463661655
2,0.01213729681428255,log10_SpVL_single,4.307339009814044
2,0.01213729681428255,log10_SpVL_multiple,4.319476306628326
3,0.026346749363322708,log10_SpVL_single,4.305888337789712
3,0.026346749363322708,log10_SpVL_multiple,4.332235087153035
4,-0.03317255364418248,log10_SpVL_single,4.311480273773225
4,-0.03317255364418248,log10_SpVL_multiple,4.2783077201290425
5,-0.019785701818017642,log10_SpVL_single,4.310240656885557
5,-0.019785701818017642,log10_SpVL_multiple,4.290454955067539
6,0.024871120865944896,log10_SpVL_single,4.306164778181338
6,0.024871120865944896,log10_SpVL_multiple,4.331035899047283
7,0.011990857894115692,log10_SpVL_single,4.30736452725329
7,0.011990857894115692,log10_SpVL_multiple,4.319355385147405
8,-0.031002278301843766,log10_SpVL_single,4.311402692796367
8,-0.031002278301843766,log10_SpVL_multiple,4.280400414494523
9,-0.011440888343854816,log10_SpVL_single,4.309479389200026
9,-0.011440888343854816,log10_SpVL_multiple,4.298038500856171
10,0.008801315318771152,log10_SpVL_single,4.307613769879619
10,0.008801315318771152,log10_SpVL_multiple,4.31641508519839
11,0.03342512659408925,log10_SpVL_single,4.305459207092629
11,0.03342512659408925,log10_SpVL_multiple,4.338884333686718
12,-0.020369263126283954,log10_SpVL_single,4.310464137015412
12,-0.020369263126283954,log10_SpVL_multiple,4.290094873889128
13,-0.042703447401203576,log10_SpVL_single,4.312092999296627
13,-0.042703447401203576,log10_SpVL_multiple,4.269389551895423
14,-0.026984307272690522,log10_SpVL_single,4.310886663279129
14,-0.026984307272690522,log10_SpVL_multiple,4.283902356006439
15,-0.004340335726214839,log10_SpVL_single,4.308815683381441
15,-0.004340335726214839,log10_SpVL_multiple,4.304475347655226
16,-0.03625332052600072,log10_SpVL_single,4.311454939103867
16,-0.03625332052600072,log10_SpVL_multiple,4.275201618577866
17,0.023471830400765725,log10_SpVL_single,4.306267139056411
17,0.023471830400765725,log10_SpVL_multiple,4.329738969457177
18,-0.019913458699288178,log10_SpVL_single,4.310152853871544
18,-0.019913458699288178,log10_SpVL_multiple,4.2902393951722555
19,0.026082852424808678,log10_SpVL_single,4.305799570412156
19,0.026082852424808678,log10_SpVL_multiple,4.331882422836965
20,0.0408209162195714,log10_SpVL_single,4.3046512931170495
20,0.0408209162195714,log10_SpVL_multiple,4.345472209336621
21,-0.017128166383098886,log10_SpVL_single,4.309988805428265
21,-0.017128166383098886,log10_SpVL_multiple,4.292860639045166
22,0.01125173558057746,log10_SpVL_single,4.3074130996423
22,0.01125173558057746,log10_SpVL_multiple,4.318664835222878
23,0.042513143945742016,log10_SpVL_single,4.3045836836497084
23,0.042513143945742016,log10_SpVL_multiple,4.3470968275954505
24,-0.010170077494274565,log10_SpVL_single,4.309423018662374
24,-0.010170077494274565,log10_SpVL_multiple,4.299252941168099
25,0.04724335071257535,log10_SpVL_single,4.304245560863537
25,0.04724335071257535,log10_SpVL_multiple,4.351488911576112
26,0.005505416020856302,log10_SpVL_single,4.307934705684647
26,0.005505416020856302,log10_SpVL_multiple,4.313440121705503
27,0.0021887773929041288,log10_SpVL_single,4.308226749492645
27,0.0021887773929041288,log10_SpVL_multiple,4.310415526885549
28,-0.09996405548572529,log10_SpVL_single,4.317436314348423
28,-0.09996405548572529,log10_SpVL_multiple,4.217472258862697
29,-0.05000439099078147,log10_SpVL_single,4.312856613210246
